user_id,experiment_date,experiment_day,variant,device,country,traffic_source,new_user,sessions,checkout_started,purchase,revenue,payment_failed,refund,page_load_time_ms,exposure_logged
100046,2026-01-26,22,A,Mobile,US,Organic,True,8,False,False,0.0,False,False,2648.6,True
100047,2026-01-21,17,B,Desktop,DE,Organic,True,5,True,True,102.32,False,False,2570.7,True
100048,2026-02-05,32,A,Mobile,Other,Social,False,5,False,False,0.0,False,False,3045.5,True
100049,2026-01-20,16,A,Mobile,DE,Organic,False,9,True,False,0.0,False,False,3727.8,True
100050,2026-01-30,26,B,Mobile,Other,Paid Search,True,3,False,False,0.0,False,False,2775.9,True
100051,2026-01-24,20,B,Desktop,Other,Paid Search,True,4,False,False,0.0,False,False,2495.5,True
100052,2026-02-07,34,B,Mobile,IN,Organic,True,3,True,False,0.0,False,False,3231.8,True
100053,2026-01-10,6,B,Mobile,IN,Email,False,4,True,True,60.1,False,False,2656.3,True
100054,2026-01-24,20,A,Desktop,US,Organic,True,4,True,False,0.0,False,False,2614.1,True
100055,2026-01-22,18,B,Desktop,US,Paid Search,True,1,True,False,0.0,False,False,2218.6,True
100056,2026-01-06,2,A,Desktop,Other,Organic,False,2,False,False,0.0,False,False,2837.6,True
100057,2026-01-14,10,A,Mobile,US,Organic,False,5,False,False,0.0,False,False,2996.7,True
100058,2026-02-07,34,A,Tablet,DE,Organic,True,8,True,False,0.0,False,False,3353.1,True
100059,2026-01-21,17,B,Mobile,DE,Social,False,5,True,False,0.0,False,False,3524.9,True
100060,2026-01-10,6,B,Desktop,US,Paid Search,True,1,False,False,0.0,False,False,3063.0,True
100061,2026-01-10,6,B,Mobile,UK,Organic,False,7,False,False,0.0,False,False,3362.4,True
100062,2026-01-11,7,A,Desktop,IN,Referral,False,2,False,False,0.0,False,False,3203.5,True
100063,2026-01-27,23,A,Mobile,UK,Paid Search,True,2,False,False,0.0,False,False,3514.7,True
100064,2026-02-02,29,B,Desktop,UK,Referral,True,4,False,False,0.0,False,False,3126.0,True
100065,2026-02-15,42,B,Mobile,US,Organic,True,2,False,False,0.0,False,False,2732.7,True
100066,2026-01-07,3,A,Tablet,US,Paid Search,True,4,False,False,0.0,False,False,2949.1,True
100067,2026-01-12,8,B,Tablet,DE,Social,False,2,False,False,0.0,False,False,2457.3,True
100068,2026-01-24,20,A,Mobile,CA,Social,True,1,False,False,0.0,False,False,2849.3,True
100069,2026-01-05,1,B,Desktop,US,Paid Search,True,5,False,False,0.0,False,False,2320.6,True
100070,2026-02-05,32,A,Mobile,AU,Paid Search,True,5,True,False,0.0,False,False,3456.0,True
100071,2026-02-14,41,B,Desktop,US,Organic,True,3,False,False,0.0,False,False,2822.9,True
100072,2026-01-06,2,B,Desktop,US,Organic,False,4,False,False,0.0,False,False,2545.4,True
100073,2026-02-11,38,A,Desktop,US,Organic,True,11,True,False,0.0,False,False,2601.0,True
100074,2026-02-05,32,A,Mobile,CA,Paid Search,False,7,True,True,39.28,False,False,2672.5,True
100075,2026-01-08,4,A,Desktop,Other,Organic,True,2,False,False,0.0,False,False,2391.7,True
100076,2026-02-05,32,B,Desktop,US,Organic,True,1,True,False,0.0,False,False,2723.8,True
100077,2026-01-20,16,A,Mobile,US,Paid Search,True,4,False,False,0.0,False,False,2687.2,True
100078,2026-02-14,41,A,Mobile,US,Paid Search,True,1,False,False,0.0,False,False,2935.1,True
100079,2026-01-23,19,A,Mobile,US,Social,True,1,True,True,77.93,False,False,2681.2,True
100080,2026-01-23,19,B,Desktop,US,Organic,False,6,False,False,0.0,False,False,2613.2,True
100081,2026-01-11,7,A,Mobile,IN,Organic,False,1,True,False,0.0,False,False,3532.5,True
100082,2026-01-12,8,A,Mobile,US,Paid Search,True,3,True,False,0.0,False,False,3059.0,True
100083,2026-02-15,42,A,Mobile,Other,Social,True,3,False,False,0.0,False,False,2873.8,True
100084,2026-02-13,40,B,Desktop,DE,Email,True,5,False,False,0.0,False,False,2842.3,True
100085,2026-01-17,13,A,Desktop,Other,Social,True,3,False,False,0.0,False,False,2721.2,True
100086,2026-01-09,5,A,Desktop,UK,Paid Search,True,2,False,False,0.0,False,False,2541.8,True
100087,2026-01-07,3,A,Mobile,US,Social,False,6,False,False,0.0,False,False,2817.3,True
100088,2026-02-14,41,B,Tablet,IN,Paid Search,False,1,False,False,0.0,False,False,2439.6,True
100089,2026-02-11,38,A,Mobile,IN,Social,True,5,True,False,0.0,False,False,2826.9,True
100090,2026-02-09,36,A,Desktop,US,Paid Search,False,12,False,False,0.0,False,False,3071.7,True
100091,2026-02-03,30,B,Desktop,US,Organic,False,6,False,False,0.0,False,False,2900.2,True
100092,2026-02-15,42,A,Desktop,IN,Organic,False,4,False,False,0.0,False,False,2541.4,True
100093,2026-02-01,28,B,Desktop,IN,Social,False,1,False,False,0.0,False,False,2703.0,True
100094,2026-02-09,36,B,Mobile,US,Organic,False,4,False,False,0.0,False,False,2764.5,True
100095,2026-02-05,32,A,Desktop,IN,Paid Search,True,3,False,False,0.0,False,False,2498.6,True
100096,2026-01-06,2,B,Mobile,US,Paid Search,True,5,True,True,127.28,False,False,3013.8,True
100097,2026-02-09,36,B,Desktop,Other,Paid Search,True,1,False,False,0.0,False,False,2632.4,True
100098,2026-02-02,29,A,Desktop,Other,Email,False,7,False,False,0.0,False,False,3059.0,True
100099,2026-01-20,16,A,Mobile,US,Email,True,5,True,False,0.0,False,False,2699.6,True
100100,2026-01-14,10,B,Mobile,Other,Paid Search,True,1,False,False,0.0,False,False,2858.6,True
100101,2026-02-15,42,A,Desktop,US,Referral,False,7,True,False,0.0,False,False,2490.3,True
100102,2026-01-10,6,B,Mobile,UK,Organic,False,1,False,False,0.0,False,False,3348.0,True
100103,2026-02-08,35,B,Desktop,Other,Organic,True,2,True,True,71.01,False,False,3125.3,True
100104,2026-02-02,29,B,Mobile,Other,Paid Search,False,4,False,False,0.0,False,False,2682.4,True
100105,2026-02-09,36,A,Mobile,IN,Social,True,1,False,False,0.0,False,False,3089.8,True
100106,2026-01-21,17,B,Desktop,Other,Paid Search,False,5,True,False,0.0,False,False,2621.0,True
100107,2026-01-28,24,A,Tablet,US,Paid Search,True,2,False,False,0.0,False,False,2669.2,True
100108,2026-01-30,26,B,Mobile,UK,Organic,True,4,False,False,0.0,False,False,2668.4,True
100109,2026-01-24,20,B,Mobile,DE,Organic,False,2,False,False,0.0,False,False,2807.8,True
100110,2026-02-10,37,B,Desktop,DE,Organic,True,2,True,False,0.0,False,False,2491.8,True
100111,2026-01-30,26,A,Mobile,Other,Paid Search,True,2,False,False,0.0,False,False,2664.5,True
100112,2026-01-25,21,A,Tablet,US,Paid Search,True,2,True,True,66.69,False,False,3098.0,True
100113,2026-01-06,2,A,Desktop,US,Email,True,5,False,False,0.0,False,False,2204.6,True
100114,2026-01-07,3,B,Mobile,DE,Paid Search,True,1,False,False,0.0,False,False,2568.3,True
100115,2026-02-02,29,B,Mobile,AU,Paid Search,True,3,True,True,50.57,False,True,3147.1,True
100116,2026-01-27,23,A,Desktop,US,Email,False,3,False,False,0.0,False,False,2321.8,True
100117,2026-02-10,37,A,Mobile,IN,Email,True,2,True,False,0.0,False,False,2736.1,True
100118,2026-01-31,27,B,Mobile,US,Organic,True,9,False,False,0.0,False,False,2852.0,True
100119,2026-02-13,40,B,Mobile,CA,Paid Search,True,2,False,False,0.0,False,False,2421.0,True
100120,2026-02-14,41,B,Mobile,UK,Paid Search,True,1,False,False,0.0,False,False,3001.6,True
100121,2026-02-02,29,A,Desktop,AU,Paid Search,True,1,False,False,0.0,False,False,2389.5,True
100122,2026-01-12,8,B,Mobile,US,Organic,True,3,False,False,0.0,False,False,2862.8,True
100123,2026-02-14,41,B,Desktop,UK,Organic,True,2,False,False,0.0,False,False,2606.3,True
100124,2026-02-08,35,B,Mobile,DE,Email,False,13,False,False,0.0,False,False,2506.3,True
100125,2026-01-31,27,B,Desktop,AU,Social,False,2,False,False,0.0,False,False,2814.8,True
100126,2026-02-06,33,B,Tablet,Other,Email,False,4,False,False,0.0,False,False,2555.1,True
100127,2026-02-05,32,A,Desktop,Other,Paid Search,False,2,False,False,0.0,False,False,2489.2,True
100128,2026-01-15,11,A,Mobile,UK,Referral,True,1,False,False,0.0,False,False,2697.4,True
100129,2026-01-22,18,B,Mobile,US,Social,True,7,False,False,0.0,False,False,2943.5,True
100130,2026-01-23,19,A,Mobile,US,Social,True,4,True,False,0.0,False,False,2694.8,True
100131,2026-02-02,29,B,Mobile,US,Social,True,6,False,False,0.0,False,False,3507.2,True
100132,2026-02-01,28,A,Mobile,IN,Paid Search,True,2,False,False,0.0,False,False,2896.7,True
100133,2026-01-28,24,B,Mobile,US,Referral,False,1,False,False,0.0,False,False,2858.0,True
100134,2026-01-17,13,A,Mobile,CA,Referral,False,3,False,False,0.0,False,False,2578.9,True
100135,2026-01-17,13,B,Mobile,US,Referral,True,2,False,False,0.0,False,False,2515.6,True
100136,2026-01-28,24,A,Mobile,DE,Organic,False,3,True,False,0.0,False,False,2771.6,True
100137,2026-01-08,4,A,Desktop,CA,Organic,False,3,False,False,0.0,False,False,3186.9,True
100138,2026-01-20,16,B,Mobile,Other,Paid Search,True,4,False,False,0.0,False,False,3085.8,True
100139,2026-01-10,6,B,Mobile,IN,Email,True,2,False,False,0.0,False,False,2709.1,True
100140,2026-01-14,10,B,Mobile,US,Social,True,4,True,False,0.0,False,False,3295.6,True
100141,2026-02-07,34,A,Desktop,US,Paid Search,True,4,False,False,0.0,False,False,2617.4,True
100142,2026-02-05,32,B,Tablet,US,Social,True,1,True,True,119.78,False,False,2543.8,True
100143,2026-02-06,33,A,Desktop,IN,Email,False,1,True,False,0.0,False,False,2761.7,True
100144,2026-01-19,15,B,Tablet,IN,Organic,False,1,False,False,0.0,False,False,2436.6,True
100145,2026-01-26,22,B,Desktop,US,Social,False,6,False,False,0.0,False,False,2483.1,True
100146,2026-01-27,23,B,Desktop,CA,Social,False,4,True,False,0.0,False,False,2553.7,True
100147,2026-01-16,12,B,Tablet,DE,Organic,True,4,False,False,0.0,False,False,2965.4,True
100148,2026-01-10,6,A,Mobile,Other,Organic,True,4,False,False,0.0,False,False,3363.6,True
100149,2026-01-25,21,A,Mobile,DE,Social,True,4,False,False,0.0,False,False,2754.4,True
100150,2026-01-17,13,A,Mobile,IN,Email,False,1,False,False,0.0,False,False,2590.4,True
100151,2026-02-03,30,A,Desktop,US,Organic,False,3,False,False,0.0,False,False,2598.0,True
100152,2026-01-14,10,B,Mobile,IN,Organic,False,9,False,False,0.0,False,False,3012.0,True
100153,2026-01-05,1,A,Mobile,US,Organic,True,4,False,False,0.0,False,False,2551.1,True
100154,2026-01-29,25,B,Mobile,US,Organic,False,9,True,False,0.0,False,False,2911.4,True
100155,2026-02-08,35,B,Desktop,US,Paid Search,True,1,False,False,0.0,False,False,2336.9,True
100156,2026-02-09,36,B,Mobile,DE,Organic,True,4,False,False,0.0,False,False,2958.1,True
100157,2026-01-09,5,A,Desktop,US,Paid Search,True,1,False,False,0.0,False,False,2408.5,True
100158,2026-01-24,20,B,Mobile,Other,Social,True,5,False,False,0.0,False,False,2831.2,True
100159,2026-02-14,41,A,Mobile,US,Email,False,4,True,False,0.0,False,False,3329.3,True
100160,2026-01-15,11,B,Mobile,Other,Organic,False,29,True,True,61.96,False,True,3078.3,True
100161,2026-01-26,22,A,Mobile,Other,Email,False,3,False,False,0.0,False,False,2861.3,True
100162,2026-02-14,41,B,Mobile,DE,Paid Search,True,3,False,False,0.0,False,False,2727.2,True
100163,2026-01-20,16,A,Desktop,US,Paid Search,True,3,False,False,0.0,False,False,2736.5,True
100164,2026-01-25,21,A,Mobile,IN,Paid Search,False,7,False,False,0.0,False,False,3166.8,True
100165,2026-01-07,3,A,Mobile,UK,Organic,False,2,True,False,0.0,True,False,3254.1,True
100166,2026-01-05,1,A,Mobile,CA,Social,True,3,True,True,81.81,False,False,2892.8,True
100167,2026-01-09,5,A,Desktop,US,Paid Search,True,1,False,False,0.0,False,False,3074.3,True
100168,2026-01-06,2,A,Mobile,DE,Referral,True,2,False,False,0.0,False,False,2728.6,True
100169,2026-01-06,2,A,Mobile,US,Social,False,4,True,False,0.0,False,False,2739.6,True
100170,2026-01-11,7,B,Mobile,US,Paid Search,True,2,True,True,67.17,False,False,2590.6,True
100171,2026-01-11,7,B,Desktop,DE,Social,True,1,False,False,0.0,False,False,2485.3,True
100172,2026-01-14,10,B,Mobile,IN,Organic,False,4,False,False,0.0,False,False,2921.6,True
100173,2026-01-22,18,B,Mobile,CA,Paid Search,True,2,False,False,0.0,False,False,2976.1,True
100174,2026-01-28,24,A,Mobile,US,Referral,True,2,False,False,0.0,False,False,2986.4,True
100175,2026-02-04,31,B,Mobile,US,Referral,False,4,True,False,0.0,False,False,2970.0,True
100176,2026-01-11,7,B,Mobile,AU,Paid Search,True,11,True,False,0.0,False,False,3350.1,True
100177,2026-02-04,31,B,Mobile,Other,Social,True,7,False,False,0.0,False,False,2876.6,True
100178,2026-01-22,18,B,Mobile,US,Organic,True,3,True,False,0.0,False,False,2729.6,True
100179,2026-02-04,31,A,Mobile,Other,Email,False,5,True,True,100.35,False,False,3062.8,True
100180,2026-02-01,28,A,Mobile,IN,Organic,False,9,False,False,0.0,False,False,2833.7,True
100181,2026-01-15,11,A,Mobile,UK,Organic,False,9,False,False,0.0,False,False,2984.0,True
100182,2026-02-09,36,B,Desktop,IN,Organic,True,4,True,False,0.0,False,False,2395.9,True
100183,2026-01-05,1,B,Mobile,UK,Email,False,3,False,False,0.0,False,False,2424.8,True
100184,2026-01-23,19,A,Mobile,IN,Paid Search,True,2,False,False,0.0,False,False,2864.1,True
100185,2026-01-31,27,B,Mobile,US,Referral,False,3,False,False,0.0,False,False,3203.6,True
100186,2026-01-09,5,B,Mobile,Other,Social,True,3,True,False,0.0,False,False,3201.1,True
100187,2026-02-06,33,B,Desktop,Other,Organic,False,1,False,False,0.0,False,False,2749.5,True
100188,2026-01-11,7,B,Desktop,US,Referral,True,2,False,False,0.0,False,False,3311.0,True
100189,2026-02-09,36,A,Desktop,Other,Referral,False,4,True,True,35.41,False,False,2816.8,True
100190,2026-01-24,20,B,Mobile,UK,Organic,True,4,False,False,0.0,False,False,2663.5,True
100191,2026-01-15,11,A,Mobile,Other,Paid Search,True,4,False,False,0.0,False,False,2884.4,True
100192,2026-02-14,41,A,Desktop,UK,Paid Search,False,9,True,False,0.0,False,False,2466.7,True
100193,2026-01-22,18,A,Mobile,UK,Paid Search,False,2,False,False,0.0,False,False,2853.2,True
100194,2026-01-30,26,A,Mobile,US,Referral,True,2,True,False,0.0,False,False,3022.1,True
100195,2026-01-05,1,B,Mobile,Other,Social,True,8,True,False,0.0,False,False,2665.0,True
100196,2026-01-25,21,B,Mobile,US,Paid Search,True,3,False,False,0.0,False,False,2899.1,True
100197,2026-02-13,40,A,Desktop,Other,Paid Search,True,3,False,False,0.0,False,False,2493.0,True
100198,2026-01-21,17,B,Desktop,US,Paid Search,True,6,True,False,0.0,False,False,2511.6,True
100199,2026-01-05,1,B,Mobile,Other,Organic,True,8,False,False,0.0,False,False,2729.3,True
100200,2026-01-15,11,A,Desktop,UK,Referral,True,1,False,False,0.0,False,False,2789.9,True
100201,2026-01-16,12,A,Mobile,US,Paid Search,True,3,True,False,0.0,False,False,2678.3,True
100202,2026-02-12,39,B,Mobile,US,Organic,False,1,False,False,0.0,False,False,2912.8,True
100203,2026-01-05,1,A,Mobile,AU,Organic,True,1,False,False,0.0,False,False,3296.2,True
100204,2026-02-07,34,B,Mobile,DE,Paid Search,True,2,False,False,0.0,False,False,2646.6,True
100205,2026-01-30,26,B,Mobile,IN,Organic,False,4,False,False,0.0,False,False,3271.6,True
100206,2026-02-12,39,A,Mobile,Other,Organic,True,1,False,False,0.0,False,False,2834.9,True
100207,2026-02-01,28,A,Desktop,IN,Email,True,2,False,False,0.0,False,False,2439.7,True
100208,2026-01-29,25,B,Mobile,UK,Paid Search,True,1,False,False,0.0,False,False,2923.8,True
100209,2026-02-01,28,A,Mobile,Other,Paid Search,True,3,False,False,0.0,False,False,2857.4,True
100210,2026-01-29,25,B,Mobile,Other,Organic,False,4,False,False,0.0,False,False,2489.9,True
100211,2026-02-02,29,B,Mobile,Other,Email,False,3,True,False,0.0,False,False,2808.6,True
100212,2026-01-24,20,B,Mobile,UK,Organic,False,2,True,True,83.36,False,True,3674.6,True
100213,2026-01-06,2,B,Desktop,CA,Organic,False,4,False,False,0.0,False,False,2709.5,True
100214,2026-01-22,18,B,Tablet,IN,Organic,False,4,False,False,0.0,False,False,2629.1,True
100215,2026-01-10,6,B,Mobile,Other,Organic,False,1,False,False,0.0,False,False,2526.2,True
100216,2026-02-04,31,A,Mobile,Other,Organic,True,1,True,True,62.24,False,False,3001.7,True
100217,2026-01-26,22,A,Desktop,IN,Organic,True,5,False,False,0.0,False,False,2486.4,True
100218,2026-01-06,2,B,Mobile,US,Social,True,8,False,False,0.0,False,False,3460.7,True
100219,2026-01-30,26,A,Mobile,DE,Organic,True,1,False,False,0.0,False,False,3128.7,True
100220,2026-01-31,27,A,Mobile,IN,Organic,True,2,False,False,0.0,False,False,3159.5,True
100221,2026-01-06,2,B,Mobile,US,Email,True,2,True,False,0.0,False,False,2611.2,True
100222,2026-01-09,5,A,Desktop,Other,Organic,False,2,False,False,0.0,False,False,2489.9,True
100223,2026-01-20,16,A,Mobile,Other,Paid Search,False,2,False,False,0.0,False,False,2869.6,True
100224,2026-02-05,32,A,Mobile,AU,Social,True,3,True,False,0.0,False,False,3073.6,True
100225,2026-02-04,31,B,Mobile,IN,Social,False,6,False,False,0.0,False,False,3237.7,True
100226,2026-01-06,2,A,Mobile,US,Referral,False,4,False,False,0.0,False,False,3524.6,True
100227,2026-02-04,31,B,Mobile,UK,Organic,False,3,True,True,49.4,False,False,2557.4,True
100228,2026-01-19,15,A,Desktop,IN,Organic,True,5,False,False,0.0,False,False,2376.0,True
100229,2026-01-11,7,B,Desktop,US,Social,False,2,True,True,93.72,False,False,2909.2,True
100230,2026-01-14,10,B,Mobile,Other,Email,False,6,True,True,169.73,False,False,2684.6,True
100231,2026-01-06,2,B,Mobile,UK,Organic,True,5,False,False,0.0,False,False,2675.2,True
100232,2026-02-11,38,A,Mobile,Other,Organic,False,2,True,True,37.34,False,False,2783.0,True
100233,2026-02-11,38,A,Mobile,UK,Paid Search,True,3,False,False,0.0,False,False,3054.1,True
100234,2026-01-29,25,A,Mobile,US,Social,False,4,False,False,0.0,False,False,2776.7,True
100235,2026-01-24,20,A,Mobile,UK,Paid Search,True,2,False,False,0.0,False,False,3102.9,True
100236,2026-02-05,32,A,Mobile,UK,Paid Search,True,11,True,False,0.0,False,False,2566.4,True
100237,2026-02-13,40,B,Mobile,IN,Social,False,4,False,False,0.0,False,False,3170.3,True
100238,2026-01-30,26,B,Mobile,UK,Social,True,2,False,False,0.0,False,False,2590.9,True
100239,2026-01-05,1,A,Mobile,UK,Social,True,1,False,False,0.0,False,False,2955.2,True
100240,2026-01-19,15,B,Desktop,Other,Organic,True,1,True,False,0.0,False,False,2838.3,True
100241,2026-01-10,6,A,Mobile,DE,Social,True,1,False,False,0.0,False,False,3623.3,True
100242,2026-01-17,13,B,Mobile,Other,Social,False,2,False,False,0.0,False,False,2611.6,True
100243,2026-02-12,39,B,Mobile,US,Organic,True,10,True,False,0.0,False,False,2794.4,True
100244,2026-01-26,22,A,Mobile,AU,Organic,False,2,False,False,0.0,False,False,2755.4,True
100245,2026-02-10,37,B,Desktop,CA,Social,False,2,False,False,0.0,False,False,2511.6,True
100246,2026-01-21,17,A,Desktop,US,Paid Search,True,1,False,False,0.0,False,False,2743.5,True
100247,2026-01-27,23,A,Mobile,AU,Social,True,2,False,False,0.0,False,False,2968.5,True
100248,2026-02-09,36,A,Desktop,Other,Organic,True,2,False,False,0.0,False,False,2572.9,True
100249,2026-01-17,13,B,Tablet,US,Organic,False,5,True,False,0.0,False,False,2466.1,True
100250,2026-01-12,8,A,Desktop,US,Organic,False,2,True,True,95.48,False,False,3319.7,True
100251,2026-02-08,35,A,Desktop,IN,Paid Search,True,2,False,False,0.0,False,False,2520.5,True
100252,2026-01-20,16,B,Tablet,DE,Social,True,1,False,False,0.0,False,False,2859.8,True
100253,2026-01-05,1,B,Mobile,Other,Organic,True,4,False,False,0.0,False,False,2909.3,True
100254,2026-01-27,23,B,Mobile,Other,Email,True,5,True,False,0.0,False,False,2855.7,True
100255,2026-02-10,37,B,Mobile,Other,Email,False,1,False,False,0.0,False,False,3014.0,True
100256,2026-01-12,8,B,Mobile,DE,Organic,False,1,False,False,0.0,False,False,2760.9,True
100257,2026-01-15,11,A,Tablet,US,Email,True,4,False,False,0.0,False,False,3218.6,True
100258,2026-01-24,20,B,Mobile,US,Social,True,9,False,False,0.0,False,False,2901.7,True
100259,2026-01-12,8,A,Mobile,US,Organic,True,4,True,False,0.0,False,False,3441.0,True
100260,2026-02-13,40,A,Desktop,UK,Organic,False,4,False,False,0.0,False,False,2856.1,True
100261,2026-01-11,7,B,Mobile,Other,Social,True,2,True,True,49.07,False,False,2678.1,True
100262,2026-01-24,20,B,Mobile,CA,Paid Search,True,5,False,False,0.0,False,False,2537.0,True
100263,2026-01-10,6,A,Mobile,CA,Paid Search,True,2,False,False,0.0,False,False,3294.2,True
100264,2026-02-01,28,B,Mobile,US,Referral,True,4,False,False,0.0,False,False,2675.2,True
100265,2026-02-09,36,B,Desktop,DE,Social,True,2,False,False,0.0,False,False,2921.7,True
100266,2026-01-07,3,A,Desktop,AU,Organic,False,3,False,False,0.0,False,False,2499.5,True
100267,2026-01-23,19,B,Desktop,Other,Referral,False,4,True,False,0.0,False,False,2488.5,True
100268,2026-01-12,8,B,Desktop,US,Organic,False,5,True,False,0.0,False,False,2535.0,True
100269,2026-02-04,31,A,Mobile,US,Social,True,4,True,False,0.0,False,False,2978.0,True
100270,2026-01-31,27,A,Mobile,IN,Social,False,5,False,False,0.0,False,False,3080.7,True
100271,2026-02-14,41,B,Desktop,IN,Social,True,4,True,True,135.43,False,False,2363.2,True
100272,2026-01-14,10,B,Desktop,US,Organic,False,6,True,False,0.0,False,False,2787.7,True
100273,2026-01-15,11,B,Mobile,CA,Paid Search,False,3,True,True,65.35,False,False,3019.1,True
100274,2026-01-20,16,A,Mobile,IN,Email,False,4,False,False,0.0,False,False,3241.3,True
100275,2026-01-31,27,B,Desktop,UK,Paid Search,True,6,True,True,48.43,False,False,2293.3,True
100276,2026-01-07,3,B,Desktop,Other,Paid Search,True,1,False,False,0.0,False,False,2635.9,True
100277,2026-01-20,16,B,Desktop,US,Social,True,4,False,False,0.0,False,False,3234.6,True
100278,2026-01-27,23,B,Mobile,IN,Organic,False,2,True,True,75.54,False,False,3065.4,True
100279,2026-01-09,5,B,Desktop,Other,Social,True,2,False,False,0.0,False,False,3113.6,True
100280,2026-01-23,19,B,Desktop,CA,Social,True,3,True,False,0.0,False,False,2884.8,True
100281,2026-01-08,4,B,Mobile,CA,Organic,False,3,True,False,0.0,False,False,3448.4,True
100282,2026-02-04,31,A,Desktop,UK,Organic,True,2,False,False,0.0,False,False,3113.2,True
